Source Target Review Time
1379 11178 1 1136325600
785 11197 1 1136325600
428 10679 1 1136325600
2614 11496 1 1136325600
400 11549 1 1136325600
1376 11622 1 1136325600
2976 11671 1 1136325600
3862 11675 1 1136325600
1806 11675 1 1136325600
314 11681 0 1136325600
3050 10998 -1 1136325600
3175 11767 1 1136325600
3402 11795 1 1136325600
2089 11917 1 1136325600
3782 10743 1 1136325600
711 11870 1 1136325600
3813 12067 1 1136325600
3863 11982 1 1136325600
3864 11980 1 1136325600
376 12091 1 1136325600
3865 12143 1 1136325600
1223 12143 0 1136325600
3807 12143 1 1136325600
3143 12178 1 1136325600
2089 12180 0 1136325600
1259 12195 -1 1136325600
3675 12221 1 1136325600
58 12221 1 1136325600
40 12222 1 1136325600
177 12223 1 1136325600
1911 12224 1 1136325600
3865 12225 1 1136325600
3486 10344 1 1136325600
2764 11446 1 1136412000
1231 10389 1 1136412000
438 10389 1 1136412000
2709 10414 1 1136412000
2709 10761 0 1136412000
2885 10553 -1 1136412000
2709 11340 1 1136412000
2807 10713 1 1136412000
3866 10264 1 1136412000
2709 10758 1 1136412000
2581 10236 -1 1136412000
3270 10569 1 1136412000
2086 11078 1 1136412000
1557 11078 1 1136412000
3865 11279 1 1136412000
3867 11273 1 1136412000
2709 11351 1 1136412000
1627 11436 1 1136412000
2885 10679 1 1136412000
3824 11445 1 1136412000
3174 11549 1 1136412000
3296 11549 1 1136412000
854 11671 1 1136412000
1323 11671 1 1136412000
2649 11739 1 1136412000
1666 11683 1 1136412000
2371 11683 1 1136412000
2660 11683 1 1136412000
2081 11917 1 1136412000
3824 10743 1 1136412000
3868 10743 1 1136412000
1316 11870 1 1136412000
2885 11941 1 1136412000
3306 11941 1 1136412000
3869 11944 1 1136412000
1240 12121 1 1136412000
1804 12003 0 1136412000
1380 12180 1 1136412000
2709 12184 1 1136412000
1223 12193 -1 1136412000
3870 12210 1 1136412000
1323 12221 1 1136412000
2342 12221 1 1136412000
1223 12226 1 1136412000
990 12227 0 1136412000
3865 12228 1 1136412000
2114 12229 1 1136412000
1960 12212 1 1136412000
1387 12212 1 1136412000
3871 12027 1 1136498400
2848 11551 1 1136498400
3872 10141 1 1136498400
3460 10351 1 1136498400
3873 10389 1 1136498400
2321 10117 1 1136498400
3874 10117 1 1136498400
3875 10398 1 1136498400
1152 10656 1 1136498400
3057 10685 1 1136498400
851 10530 1 1136498400
2195 10994 1 1136498400
1669 11189 1 1136498400
2665 11436 1 1136498400
3876 11541 1 1136498400
3877 11565 1 1136498400
3875 11549 1 1136498400
3872 11559 1 1136498400
3878 11361 1 1136498400
2195 11602 1 1136498400
1323 11825 1 1136498400
2819 10137 1 1136498400
3388 11804 1 1136498400
1944 11681 1 1136498400
3872 12230 1 1136498400
3307 11941 0 1136498400
3879 11433 -1 1136498400
1832 11964 1 1136498400
1218 11982 1 1136498400
3423 11980 1 1136498400
3880 12023 0 1136498400
1944 12138 -1 1136498400
91 12192 1 1136498400
1323 12192 1 1136498400
328 10171 1 1136498400
3540 10884 1 1136498400
3881 12208 1 1136498400
1152 12231 0 1136498400
1152 12232 0 1136498400
3879 12233 0 1136498400
1663 12031 1 1136498400
3882 10159 -1 1136584800
269 10294 1 1136584800
3883 10309 1 1136584800
2825 10378 1 1136584800
3845 10383 1 1136584800
898 10383 1 1136584800
2207 10437 1 1136584800
3884 10683 1 1136584800
3445 10737 1 1136584800
3885 10820 1 1136584800
3886 10935 1 1136584800
3824 11109 1 1136584800
1051 11120 1 1136584800
3887 11189 1 1136584800
1201 10796 1 1136584800
269 10135 1 1136584800
3888 11535 0 1136584800
711 11549 1 1136584800
3824 10128 1 1136584800
813 11359 1 1136584800
3889 11359 1 1136584800
3269 11671 1 1136584800
98 10743 1 1136584800
1380 11876 1 1136584800
3890 11870 1 1136584800
1265 11928 1 1136584800
1151 12089 1 1136584800
3059 12119 -1 1136584800
3891 12192 1 1136584800
3854 12178 1 1136584800
2323 12234 1 1136584800
220 12235 1 1136584800
2709 12236 -1 1136584800
2203 12237 0 1136584800
3892 10255 -1 1136671200
3824 10255 0 1136671200
3893 10255 -1 1136671200
3892 10416 1 1136671200
3824 10539 1 1136671200
1223 10820 1 1136671200
1334 10823 1 1136671200
3894 10479 1 1136671200
3382 10928 1 1136671200
3895 11383 0 1136671200
1294 11529 -1 1136671200
52 11549 1 1136671200
2866 11589 1 1136671200
2821 11606 1 1136671200
3893 10128 1 1136671200
3892 11825 1 1136671200
1443 11671 1 1136671200
1627 11671 1 1136671200
65 11675 1 1136671200
2560 11691 1 1136671200
3303 11767 1 1136671200
3896 11879 1 1136671200
3892 11910 1 1136671200
3385 11912 1 1136671200
3749 10161 1 1136671200
3897 12158 -1 1136671200
510 12158 1 1136671200
2283 12178 1 1136671200
1581 12196 -1 1136671200
3298 11542 1 1136671200
1201 11026 1 1136757600
2130 10225 0 1136757600
2430 10627 1 1136757600
3898 10994 1 1136757600
3899 11167 1 1136757600
3186 11167 1 1136757600
2203 11438 1 1136757600
1581 11477 1 1136757600
3892 11549 0 1136757600
3900 11602 1 1136757600
3782 10138 1 1136757600
3901 12192 1 1136757600
3750 12222 -1 1136757600
3892 12222 -1 1136757600
485 12234 1 1136757600
2032 12238 0 1136757600
3902 11926 1 1136757600
3903 10344 1 1136757600
3904 10115 1 1136844000
322 10141 1 1136844000
2287 10437 1 1136844000
375 10828 1 1136844000
3905 10938 -1 1136844000
3156 11459 1 1136844000
184 11549 1 1136844000
3562 11646 0 1136844000
1800 11671 1 1136844000
438 11739 1 1136844000
3466 11683 1 1136844000
375 11688 1 1136844000
3906 11767 1 1136844000
1132 11917 1 1136844000
3907 11928 1 1136844000
375 11944 1 1136844000
1132 12109 1 1136844000
1 12221 1 1136844000
3782 12221 1 1136844000
3562 12239 0 1136844000
3453 12240 1 1136844000
762 12241 1 1136844000
3908 12242 1 1136844000
647 10141 1 1136930400
3909 10378 0 1136930400
3910 10382 1 1136930400
2032 10397 1 1136930400
3911 10988 1 1136930400
3912 11189 1 1136930400
177 11167 1 1136930400
3887 11253 1 1136930400
315 11514 -1 1136930400
2953 11532 1 1136930400
3232 11549 0 1136930400
3759 11549 1 1136930400
3913 11589 1 1136930400
2766 11589 -1 1136930400
2793 11656 1 1136930400
2422 11359 0 1136930400
2283 11671 1 1136930400
3550 11671 1 1136930400
413 11675 1 1136930400
3232 11675 1 1136930400
1337 11725 1 1136930400
2885 11861 1 1136930400
226 11876 1 1136930400
832 11876 1 1136930400
375 11952 1 1136930400
3914 10291 1 1136930400
3915 12024 -1 1136930400
1763 12089 1 1136930400
3916 12141 1 1136930400
2939 12174 1 1136930400
3488 10884 0 1136930400
1223 12243 1 1136930400
3909 12244 1 1136930400
3488 12245 1 1136930400
3488 12246 -1 1136930400
3917 12247 -1 1136930400
2203 12248 1 1136930400
3918 12249 1 1136930400
1152 10564 1 1136930400
1125 12250 0 1137016800
3919 10320 0 1137016800
3920 10178 0 1137016800
2744 10294 1 1137016800
3209 10351 1 1137016800
1531 10117 1 1137016800
3921 10117 1 1137016800
1937 10603 1 1137016800
3922 10410 0 1137016800
3923 10410 -1 1137016800
3924 10419 1 1137016800
3925 10572 -1 1137016800
1443 11103 1 1137016800
3926 11153 -1 1137016800
3913 11163 1 1137016800
3772 11167 1 1137016800
3927 11203 1 1137016800
3824 11445 1 1137016800
3928 11548 1 1137016800
2315 11559 1 1137016800
479 11624 1 1137016800
2857 11671 1 1137016800
1743 11671 1 1137016800
3929 10451 1 1137016800
3930 10999 1 1137016800
3931 11838 1 1137016800
2535 11861 0 1137016800
2822 10291 -1 1137016800
2864 12141 1 1137016800
1029 12161 1 1137016800
3932 12161 -1 1137016800
665 12158 1 1137016800
3400 10884 1 1137016800
3348 12198 1 1137016800
3630 12251 -1 1137016800
530 12241 1 1137016800
1176 12252 1 1137016800
1824 12253 1 1137016800
3318 12254 1 1137016800
3488 12255 1 1137016800
3931 12256 0 1137016800
3933 12257 1 1137016800
3934 10345 -1 1137103200
908 10117 1 1137103200
125 10117 1 1137103200
2352 10552 1 1137103200
552 10609 1 1137103200
3935 10685 1 1137103200
2405 10683 0 1137103200
3347 10683 1 1137103200
3936 10828 1 1137103200
711 11117 1 1137103200
220 11109 1 1137103200
2352 11136 1 1137103200
1599 11167 1 1137103200
3937 11178 1 1137103200
3936 11273 1 1137103200
2086 11445 1 1137103200
1734 11532 1 1137103200
3938 11541 1 1137103200
314 11675 1 1137103200
2965 11675 1 1137103200
2473 11725 1 1137103200
3527 11768 1 1137103200
2801 12258 1 1137103200
3116 11809 1 1137103200
2034 10743 1 1137103200
2352 11794 1 1137103200
3221 10152 1 1137103200
1810 12207 1 1137103200
923 12253 1 1137103200
3939 12259 1 1137103200
3940 12260 1 1137103200
3745 12261 1 1137103200
3941 12262 1 1137103200
2825 10170 -1 1137103200
2825 11965 1 1137103200
1376 10953 1 1137103200
2318 12027 1 1137189600
3455 10117 1 1137189600
134 10539 1 1137189600
315 10609 1 1137189600
2081 10683 0 1137189600
2283 11078 1 1137189600
3154 11189 1 1137189600
3942 11204 1 1137189600
370 11253 1 1137189600
3547 11262 1 1137189600
3943 11497 1 1137189600
2287 11549 1 1137189600
134 11671 1 1137189600
3884 10273 1 1137189600
3944 11767 1 1137189600
741 11809 1 1137189600
1162 10743 1 1137189600
2403 11870 -1 1137189600
3633 12068 1 1137189600
3540 12025 1 1137189600
967 10171 1 1137189600
711 12141 1 1137189600
2287 12141 1 1137189600
427 12241 1 1137189600
235 10147 1 1137189600
3388 12254 1 1137189600
1326 12263 1 1137189600
3945 12264 1 1137189600
1180 12265 1 1137189600
2814 12212 1 1137189600
3701 11568 1 1137276000
1842 10117 1 1137276000
3522 10535 1 1137276000
3946 10410 -1 1137276000
1838 10530 1 1137276000
1783 10908 1 1137276000
2302 10988 1 1137276000
1357 11128 1 1137276000
3270 11204 0 1137276000
2822 11451 1 1137276000
3407 11549 1 1137276000
1070 11606 1 1137276000
1716 11671 1 1137276000
3947 11671 1 1137276000
3689 11675 1 1137276000
3948 11675 1 1137276000
3303 11683 1 1137276000
3949 11819 1 1137276000
1319 10743 1 1137276000
1044 11837 1 1137276000
3713 11893 1 1137276000
3950 10150 0 1137276000
3244 12234 1 1137276000
3951 12241 1 1137276000
3415 10147 1 1137276000
2719 10147 1 1137276000
3952 12262 1 1137276000
414 11666 -1 1137276000
3041 12266 1 1137276000
3462 11243 1 1137276000
3934 10440 1 1137362400
3934 10502 -1 1137362400
1483 10672 1 1137362400
3953 11053 -1 1137362400
2659 11058 1 1137362400
3934 11323 1 1137362400
3954 11189 0 1137362400
3955 11103 1 1137362400
3328 11098 -1 1137362400
3824 11445 1 1137362400
3934 10128 1 1137362400
2824 11671 1 1137362400
3215 11671 1 1137362400
3892 11768 1 1137362400
3934 11702 -1 1137362400
3328 11980 1 1137362400
376 12089 1 1137362400
3934 12135 1 1137362400
3956 12210 1 1137362400
3423 12267 1 1137362400
3804 12268 1 1137362400
1522 12269 1 1137362400
2873 12027 1 1137448800
239 10216 1 1137448800
244 10255 0 1137448800
3957 10398 1 1137448800
244 10440 1 1137448800
1176 10502 -1 1137448800
989 10552 0 1137448800
244 10730 1 1137448800
1122 10730 1 1137448800
3215 10736 1 1137448800
244 10896 0 1137448800
2176 10887 1 1137448800
617 11167 0 1137448800
2018 11451 1 1137448800
898 11472 1 1137448800
807 11549 1 1137448800
3811 11549 1 1137448800
617 11602 1 1137448800
854 11671 1 1137448800
1557 11882 1 1137448800
3415 11964 1 1137448800
3441 10291 1 1137448800
244 12102 0 1137448800
3892 10150 1 1137448800
2176 12131 1 1137448800
617 12192 1 1137448800
3892 12176 1 1137448800
3215 11441 1 1137448800
3415 12270 1 1137448800
2318 12271 1 1137448800
3958 12271 0 1137448800
3959 10177 1 1137535200
3959 10226 -1 1137535200
2283 10389 1 1137535200
1562 10389 1 1137535200
2773 10389 0 1137535200
1140 10646 1 1137535200
1377 10773 1 1137535200
2858 10861 -1 1137535200
1682 10888 1 1137535200
908 11061 -1 1137535200
3540 11062 1 1137535200
3767 11111 1 1137535200
3713 11139 -1 1137535200
3960 11166 1 1137535200
1323 11167 1 1137535200
3961 11204 -1 1137535200
2745 11451 1 1137535200
1972 11514 -1 1137535200
3962 11549 1 1137535200
3889 11359 0 1137535200
244 11683 1 1137535200
3963 11741 1 1137535200
178 11767 1 1137535200
982 10743 1 1137535200
3964 10743 -1 1137535200
2916 11837 1 1137535200
3198 11879 1 1137535200
3474 10152 1 1137535200
1090 12141 1 1137535200
3965 12171 1 1137535200
3966 12210 1 1137535200
3967 12210 1 1137535200
1804 12251 -1 1137535200
2822 12241 1 1137535200
3968 10147 1 1137535200
1246 12262 1 1137535200
2873 12272 -1 1137535200
3847 12273 1 1137535200
2975 12274 1 1137535200
3488 12275 1 1137535200
774 12276 1 1137535200
3969 12277 1 1137535200
3970 12278 1 1137535200
1380 12279 1 1137535200
3939 11046 1 1137535200
3971 10226 0 1137621600
2825 11568 1 1137621600
1223 10939 -1 1137621600
2607 10609 1 1137621600
2151 10683 1 1137621600
3330 10730 1 1137621600
1439 10737 1 1137621600
3972 10569 0 1137621600
3824 10888 1 1137621600
3056 10908 1 1137621600
3872 10990 1 1137621600
438 11058 1 1137621600
2374 11167 1 1137621600
1131 11204 -1 1137621600
1404 11303 1 1137621600
3042 11436 1 1137621600
3588 11379 1 1137621600
3973 11451 1 1137621600
3303 11532 1 1137621600
1832 11671 1 1137621600
3026 11901 1 1137621600
3974 11909 -1 1137621600
2133 11928 1 1137621600
3087 11942 1 1137621600
3975 11433 -1 1137621600
3663 12085 1 1137621600
3976 12161 1 1137621600
981 12178 1 1137621600
3977 12178 1 1137621600
2864 11258 1 1137621600
2081 12234 1 1137621600
3244 12234 1 1137621600
2866 12280 1 1137621600
3460 12252 1 1137621600
3918 12249 1 1137621600
3890 12276 1 1137621600
859 12277 1 1137621600
3974 12281 1 1137621600
3872 12282 1 1137621600
1084 12283 -1 1137621600
3362 12284 -1 1137621600
3507 12285 1 1137621600
1970 11551 1 1137708000
2297 10117 1 1137708000
200 10398 1 1137708000
2414 10416 1 1137708000
3926 11062 1 1137708000
3978 11163 1 1137708000
3937 11178 1 1137708000
315 11303 1 1137708000
3884 11383 1 1137708000
2291 11671 1 1137708000
2647 11671 1 1137708000
3979 11671 1 1137708000
1627 11671 1 1137708000
470 11675 1 1137708000
3980 11675 1 1137708000
3981 11675 1 1137708000
2130 11770 0 1137708000
2949 12258 1 1137708000
552 12068 1 1137708000
832 12073 1 1137708000
3982 12141 1 1137708000
1657 11989 1 1137708000
438 11989 1 1137708000
1972 11258 0 1137708000
2381 12204 0 1137708000
2323 12234 1 1137708000
2097 12241 1 1137708000
762 12241 1 1137708000
3983 12241 1 1137708000
2331 12270 1 1137708000
667 12276 1 1137708000
518 12286 1 1137708000
778 11108 1 1137708000
2813 12212 1 1137708000
134 12287 1 1137794400
134 12288 1 1137794400
3984 12148 1 1137794400
1703 10323 1 1137794400
3934 10228 1 1137794400
3985 10683 1 1137794400
2374 10756 1 1137794400
1703 11117 0 1137794400
2320 11189 1 1137794400
3043 11197 1 1137794400
1326 11351 1 1137794400
133 11472 1 1137794400
1044 11544 1 1137794400
1204 11185 1 1137794400
3986 11549 1 1137794400
3750 11675 1 1137794400
2975 11741 -1 1137794400
1703 10129 -1 1137794400
3987 11772 -1 1137794400
3024 11794 -1 1137794400
1335 11904 1 1137794400
3348 11909 -1 1137794400
2597 12289 1 1137794400
3456 12141 1 1137794400
3988 12141 1 1137794400
3989 12158 -1 1137794400
136 12158 0 1137794400
2318 12180 1 1137794400
2517 12290 1 1137794400
375 12241 1 1137794400
3990 12252 0 1137794400
2814 12269 1 1137794400
3939 12291 1 1137794400
134 12292 1 1137794400
2873 12293 1 1137794400
2117 12294 1 1137794400
2260 12295 1 1137794400
2838 12295 -1 1137794400
2008 12229 1 1137794400
2008 10898 1 1137794400
3423 10221 0 1137880800
3991 10265 1 1137880800
2434 10374 -1 1137880800
269 10117 1 1137880800
3143 10557 1 1137880800
3804 10683 1 1137880800
1575 10799 1 1137880800
2659 10896 -1 1137880800
3423 11323 1 1137880800
3912 11189 1 1137880800
3992 11163 1 1137880800
3141 11351 1 1137880800
3209 11472 1 1137880800
3993 11497 1 1137880800
2430 11532 1 1137880800
3865 11624 1 1137880800
1627 11671 1 1137880800
3994 11675 1 1137880800
2058 11681 0 1137880800
2371 11683 1 1137880800
1123 11858 1 1137880800
3995 11870 1 1137880800
3160 11942 1 1137880800
1231 11944 1 1137880800
3996 12113 1 1137880800
3113 12158 0 1137880800
3997 12168 1 1137880800
3303 12178 -1 1137880800
872 10147 1 1137880800
2822 12277 1 1137880800
1152 12296 -1 1137880800
3836 12297 1 1137880800
2309 12298 1 1137880800
3749 12299 1 1137880800
1165 12300 1 1137880800
3354 12301 1 1137880800
3998 11492 -1 1137967200
3593 12302 1 1137967200
3991 10265 1 1137967200
2250 10294 1 1137967200
3999 10168 1 1137967200
3890 10351 1 1137967200
279 10398 1 1137967200
4000 11463 1 1137967200
3824 11675 1 1137967200
3892 11681 -1 1137967200
1886 10743 1 1137967200
3532 11933 0 1137967200
3892 11964 1 1137967200
2170 10468 1 1137967200
2825 10161 1 1137967200
3681 12184 1 1137967200
3824 11441 1 1137967200
3892 10147 0 1137967200
4001 12272 -1 1137967200
4002 12295 1 1137967200
3890 12300 1 1137967200
2903 12303 1 1137967200
3855 12304 1 1137967200
4003 12305 1 1137967200
3638 12306 -1 1137967200
1928 12307 1 1137967200
4004 10345 1 1138053600
2336 10351 1 1138053600
2522 10712 0 1138053600
3056 12308 0 1138053600
3854 11497 1 1138053600
184 11549 1 1138053600
617 11549 1 1138053600
3854 12309 1 1138053600
4005 11675 1 1138053600
711 12068 1 1138053600
4006 12178 1 1138053600
4007 12240 1 1138053600
2916 12241 1 1138053600
4008 10147 0 1138053600
1056 12295 1 1138053600
4009 12310 1 1138053600
2114 12311 0 1138053600
1312 12312 1 1138053600
4010 10323 1 1138140000
3105 10389 1 1138140000
4011 10378 1 1138140000
3364 10117 1 1138140000
3281 10117 1 1138140000
4012 10383 1 1138140000
1452 10887 1 1138140000
3436 10994 1 1138140000
4013 11060 1 1138140000
4014 11103 1 1138140000
1018 11103 1 1138140000
1604 11099 1 1138140000
2058 11303 1 1138140000
3430 11351 1 1138140000
3284 11459 1 1138140000
4015 11463 1 1138140000
4012 10135 1 1138140000
628 11532 1 1138140000
3422 11589 1 1138140000
2647 11606 1 1138140000
3453 11773 1 1138140000
438 12096 1 1138140000
1064 12241 1 1138140000
1312 12241 1 1138140000
4016 12244 -1 1138140000
3876 12310 1 1138140000
3453 12313 0 1138140000
4017 11871 0 1138140000
3686 12314 1 1138140000
3041 12315 1 1138140000
2813 12316 1 1138140000
2807 12316 1 1138140000
2873 12317 1 1138140000
1642 11046 1 1138140000
851 10898 1 1138140000
2873 10239 1 1138226400
971 10323 1 1138226400
3012 10117 1 1138226400
2207 10437 1 1138226400
2248 10756 1 1138226400
971 10118 1 1138226400
4018 10118 1 1138226400
1443 11167 1 1138226400
3989 10854 0 1138226400
3518 11303 1 1138226400
428 11440 1 1138226400
2079 11440 1 1138226400
3396 11451 1 1138226400
1550 10135 1 1138226400
555 11359 1 1138226400
2377 11671 1 1138226400
2971 11671 1 1138226400
2824 11675 1 1138226400
3890 11675 1 1138226400
2335 11964 1 1138226400
1982 11718 1 1138226400
4019 10468 1 1138226400
4020 10468 1 1138226400
1084 12129 1 1138226400
3143 12141 1 1138226400
2873 12180 -1 1138226400
4021 12180 -1 1138226400
892 12210 1 1138226400
2575 12213 -1 1138226400
1960 12290 1 1138226400
3939 12298 1 1138226400
555 12318 1 1138226400
923 12319 1 1138226400
1828 12320 -1 1138226400
536 11046 1 1138226400
2083 12027 -1 1138312800
4022 11551 1 1138312800
3508 12321 1 1138312800
2314 10117 1 1138312800
428 10552 1 1138312800
438 11117 1 1138312800
1231 10118 1 1138312800
711 10118 1 1138312800
1859 11167 1 1138312800
213 11231 0 1138312800
1859 11245 1 1138312800
2540 11329 1 1138312800
3703 11549 1 1138312800
4023 11549 1 1138312800
103 11645 1 1138312800
2703 11671 0 1138312800
4024 10137 1 1138312800
3265 11675 1 1138312800
2106 11683 1 1138312800
1871 11690 1 1138312800
706 11690 0 1138312800
2903 11690 0 1138312800
485 11917 1 1138312800
3791 10743 1 1138312800
4025 10113 0 1138312800
4026 11964 1 1138312800
1859 11980 -1 1138312800
3388 12121 1 1138312800
2560 12020 1 1138312800
2766 12045 1 1138312800
1859 12089 1 1138312800
4027 10152 1 1138312800
4028 12141 1 1138312800
225 10147 1 1138312800
501 12272 1 1138312800
1380 12279 1 1138312800
4029 12300 1 1138312800
2325 12307 1 1138312800
3348 11046 1 1138312800
1859 12322 1 1138312800
3045 12323 1 1138312800
2903 11926 1 1138312800
4030 12324 -1 1138399200
2547 11568 1 1138399200
65 11551 1 1138399200
1187 10278 1 1138399200
3860 10363 1 1138399200
2770 10398 1 1138399200
851 10553 1 1138399200
3546 10683 1 1138399200
4031 10538 -1 1138399200
2318 10928 0 1138399200
3507 10952 -1 1138399200
3498 11436 1 1138399200
4012 10135 1 1138399200
571 11532 1 1138399200
310 11549 1 1138399200
2770 11549 1 1138399200
438 11609 1 1138399200
1346 11626 1 1138399200
2422 11359 1 1138399200
2647 11825 1 1138399200
3441 11671 1 1138399200
3259 11671 1 1138399200
1228 10137 1 1138399200
314 11675 1 1138399200
3643 11675 1 1138399200
1314 11675 1 1138399200
3340 11804 1 1138399200
3241 11691 1 1138399200
4032 10743 1 1138399200
917 11876 1 1138399200
3773 12137 -1 1138399200
541 12158 1 1138399200
1972 12178 -1 1138399200
4031 12270 1 1138399200
3979 12277 1 1138399200
4033 12277 1 1138399200
4002 12310 1 1138399200
4034 12312 1 1138399200
813 12318 -1 1138399200
2422 12318 1 1138399200
1642 11046 1 1138399200
829 11046 1 1138399200
2332 12325 0 1138399200
3340 12326 1 1138399200
2814 12327 1 1138399200
1681 12328 0 1138399200
2864 12329 1 1138399200
2405 12330 1 1138399200
1084 12331 1 1138399200
1572 12332 -1 1138399200
389 12333 1 1138399200
2773 12334 -1 1138399200
2016 11863 1 1138399200
4035 12027 1 1138485600
3454 12027 1 1138485600
1337 10278 1 1138485600
3038 10351 1 1138485600
4036 10386 -1 1138485600
4037 10386 0 1138485600
4035 10831 1 1138485600
3682 10609 1 1138485600
136 10730 1 1138485600
1562 10737 1 1138485600
4038 10756 1 1138485600
4035 10236 1 1138485600
4016 10538 -1 1138485600
4035 10928 1 1138485600
440 11012 -1 1138485600
1443 10118 1 1138485600
3912 11189 1 1138485600
4039 11197 1 1138485600
4035 11337 0 1138485600
4040 11497 1 1138485600
4041 11549 1 1138485600
765 11549 1 1138485600
2978 11549 1 1138485600
1179 11675 1 1138485600
1790 11675 1 1138485600
3728 11924 0 1138485600
910 11941 1 1138485600
2922 11961 -1 1138485600
2545 12106 -1 1138485600
1669 12214 1 1138485600
438 12241 1 1138485600
3198 12335 1 1138485600
134 12336 -1 1138485600
536 12337 1 1138485600
4042 12338 1 1138485600
2075 12339 -1 1138485600
3252 12340 1 1138485600
3252 12340 1 1138485600
3252 12341 1 1138485600
3859 12341 -1 1138485600
3526 11319 -1 1138485600
1669 12334 0 1138485600
4043 10159 -1 1138572000
3934 10200 1 1138572000
4044 10243 1 1138572000
4044 10252 1 1138572000
2472 10294 1 1138572000
595 10117 1 1138572000
123 10117 1 1138572000
2858 10756 1 1138572000
1334 10538 -1 1138572000
3081 10868 1 1138572000
3056 10908 1 1138572000
3976 11062 1 1138572000
123 10121 1 1138572000
4044 11178 1 1138572000
3933 11231 -1 1138572000
2821 11514 -1 1138572000
123 10135 1 1138572000
4045 11682 1 1138572000
3021 11683 1 1138572000
4046 11774 1 1138572000
3934 10143 1 1138572000
123 10171 1 1138572000
3211 10147 1 1138572000
4047 12270 1 1138572000
4048 12273 1 1138572000
2176 12312 1 1138572000
1876 12312 1 1138572000
389 12333 1 1138572000
1148 12342 0 1138572000
3887 12334 1 1138572000
3892 10252 0 1138658400
1095 10437 1 1138658400
4049 10609 1 1138658400
4050 10712 1 1138658400
1198 10799 1 1138658400
4051 10799 1 1138658400
1013 11140 1 1138658400
3892 11178 -1 1138658400
2018 11451 1 1138658400
807 11549 1 1138658400
4026 10743 1 1138658400
4052 11982 1 1138658400
1734 12115 1 1138658400
4053 12141 1 1138658400
2018 11989 1 1138658400
1835 12241 1 1138658400
233 12279 -1 1138658400
4054 12295 -1 1138658400
1316 12343 0 1138658400
1013 12343 1 1138658400
4055 12211 1 1138658400
518 10363 1 1138744800
966 10117 1 1138744800
4056 10609 1 1138744800
3382 10649 1 1138744800
1439 10737 1 1138744800
3824 10888 1 1138744800
4057 10937 0 1138744800
2283 10118 1 1138744800
2283 10118 1 1138744800
1113 11189 1 1138744800
2760 11303 0 1138744800
4058 11351 1 1138744800
1447 11671 1 1138744800
1586 11671 1 1138744800
3518 11671 1 1138744800
1179 11675 1 1138744800
2314 11675 1 1138744800
19 11777 -1 1138744800
3308 12058 -1 1138744800
2261 12141 1 1138744800
434 12168 -1 1138744800
485 12234 1 1138744800
3415 12270 1 1138744800
1198 12344 1 1138744800
1205 12277 1 1138744800
3621 12277 1 1138744800
624 12298 1 1138744800
1165 12300 1 1138744800
1581 12345 1 1138744800
1960 12345 1 1138744800
1157 12346 0 1138744800
4059 12347 1 1138744800
4060 12348 1 1138744800
2959 12349 -1 1138744800
3160 12350 -1 1138744800
2755 12351 1 1138744800
1152 11108 1 1138744800
3348 12352 -1 1138744800
4061 12353 1 1138831200
1854 10294 1 1138831200
741 10609 1 1138831200
3009 11085 1 1138831200
2659 11167 1 1138831200
2307 11351 1 1138831200
3534 11360 1 1138831200
790 11360 1 1138831200
3303 11451 1 1138831200
1443 11451 1 1138831200
1790 11541 1 1138831200
52 11671 1 1138831200
2090 11804 1 1138831200
4062 11707 -1 1138831200
1044 11837 1 1138831200
4063 10468 0 1138831200
4064 10468 0 1138831200
1090 12102 1 1138831200
2864 12192 1 1138831200
4065 10147 1 1138831200
4066 12334 1 1138831200
4000 12343 1 1138831200
4067 12354 -1 1138831200
801 12355 1 1138831200
4068 12356 0 1138831200
2981 12357 1 1138831200
3936 12358 1 1138831200
4069 10167 -1 1138917600
1554 10117 1 1138917600
4070 10117 1 1138917600
4069 10601 -1 1138917600
4069 10627 1 1138917600
1231 10887 1 1138917600
4048 11128 1 1138917600
2479 11379 1 1138917600
2688 10135 1 1138917600
4071 11549 1 1138917600
3682 11671 1 1138917600
4012 11675 1 1138917600
3265 11675 1 1138917600
2371 11683 1 1138917600
3415 11964 1 1138917600
3566 10143 -1 1138917600
4072 12073 0 1138917600
3682 12074 1 1138917600
368 10171 1 1138917600
3682 12241 1 1138917600
4073 12241 1 1138917600
1589 12310 1 1138917600
724 12312 0 1138917600
3406 11926 1 1138917600
2670 12357 0 1138917600
603 12359 1 1138917600
1029 12360 1 1138917600
3936 12361 1 1138917600
4072 12362 -1 1138917600
2791 11551 1 1139004000
438 10389 1 1139004000
2283 10117 1 1139004000
3686 10416 1 1139004000
4074 10437 1 1139004000
2479 10685 1 1139004000
3056 10380 1 1139004000
3686 10737 1 1139004000
1387 11019 1 1139004000
3829 11163 1 1139004000
4075 11178 0 1139004000
103 11178 1 1139004000
3296 11360 1 1139004000
2893 11450 1 1139004000
3824 11445 1 1139004000
3829 10135 1 1139004000
244 11544 1 1139004000
3686 11549 1 1139004000
40 11675 1 1139004000
4063 11682 0 1139004000
3686 11683 1 1139004000
400 11683 1 1139004000
244 10743 1 1139004000
3829 12062 0 1139004000
3705 12192 1 1139004000
1223 12243 -1 1139004000
4076 12241 1 1139004000
3057 12270 1 1139004000
4077 12270 1 1139004000
